Wavelength (nm),Differential Scalar Polarizability,Differential Vector Polarizability,Differential Tensor Polarizability
602.3300194168285,1.746950055926e-38,-1.4229603720247627e-38,1.6396303033872956e-39
602.3400195001625,1.746625581953566e-38,-1.4229947466624245e-38,1.6419272820393683e-39
602.3500195834965,1.7463007323775797e-38,-1.4230287530258943e-38,1.644227357802476e-39
602.3600196668306,1.7459755062595338e-38,-1.4230623902869946e-38,1.6465305377574633e-39
602.3700197501646,1.7456499026587551e-38,-1.423095657614747e-38,1.648836829005028e-39
602.3800198334986,1.7453239206324202e-38,-1.4231285541753475e-38,1.6511462386658155e-39
602.3900199168327,1.7449975592355363e-38,-1.4231610791321668e-38,1.6534587738803602e-39
602.4000200001667,1.744670817520936e-38,-1.4231932316457373e-38,1.6557744418093164e-39
602.4100200835007,1.744343694539256e-38,-1.4232250108737445e-38,1.6580932496335216e-39
602.4200201668348,1.7440161893389499e-38,-1.4232564159710132e-38,1.6604152045539708e-39
602.4300202501687,1.743688300966277e-38,-1.423287446089498e-38,1.6627403137918918e-39
602.4400203335027,1.743360028465274e-38,-1.423318100378273e-38,1.665068584588955e-39
602.4500204168368,1.743031370877768e-38,-1.4233483779835239e-38,1.6674000242072626e-39
602.4600205001708,1.742702327243369e-38,-1.423378278048532e-38,1.6697346399293318e-39
602.4700205835048,1.7423728965994435e-38,-1.4234077997136667e-38,1.6720724390583222e-39
602.4800206668389,1.7420430779811235e-38,-1.4234369421163754e-38,1.6744134289180454e-39
602.4900207501729,1.7417128704212836e-38,-1.4234657043911727e-38,1.676757616853094e-39
602.5000208335069,1.7413822729505602e-38,-1.4234940856696259e-38,1.6791050102287314e-39
602.510020916841,1.7410512845973095e-38,-1.42352208508035e-38,1.6814556164312147e-39
602.520021000175,1.7407199043876132e-38,-1.4235497017489913e-38,1.6838094428677448e-39
602.530021083509,1.7403881313452779e-38,-1.423576934798218e-38,1.6861664969665584e-39
602.5400211668431,1.7400559644918184e-38,-1.4236037833477123e-38,1.6885267861769816e-39
602.5500212501771,1.7397234028464457e-38,-1.4236302465141546e-38,1.6908903179696082e-39
602.5600213335111,1.739390445426072e-38,-1.423656323411218e-38,1.693257099836188e-39
602.5700214168452,1.7390570912452873e-38,-1.4236820131495498e-38,1.695627139289938e-39
602.5800215001792,1.738723339316361e-38,-1.423707314836764e-38,1.6980004438654395e-39
602.5900215835132,1.7383891886492288e-38,-1.423732227577434e-38,1.7003770211187907e-39
602.6000216668472,1.7380546382514898e-38,-1.4237567504730754e-38,1.7027568786276705e-39
602.6100217501812,1.7377196871283793e-38,-1.4237808826221354e-38,1.7051400239915095e-39
602.6200218335152,1.7373843342827844e-38,-1.4238046231199847e-38,1.7075264648313984e-39
602.6300219168493,1.7370485787152358e-38,-1.4238279710589015e-38,1.709916208790239e-39
602.6400220001833,1.7367124194238676e-38,-1.4238509255280655e-38,1.7123092635329258e-39
602.6500220835173,1.7363758554044423e-38,-1.4238734856135387e-38,1.7147056367463e-39
602.6600221668514,1.736038885650325e-38,-1.4238956503982644e-38,1.7171053361392873e-39
602.6700222501854,1.7357015091524762e-38,-1.4239174189620419e-38,1.7195083694429893e-39
602.6800223335194,1.7353637248994561e-38,-1.423938790381528e-38,1.721914744410674e-39
602.6900224168535,1.7350255318773853e-38,-1.423959763730216e-38,1.7243244688180656e-39
602.7000225001875,1.734686929069981e-38,-1.4239803380784297e-38,1.7267375504631303e-39
602.7100225835215,1.734347915458495e-38,-1.4240005124933048e-38,1.7291539971664853e-39
602.7200226668556,1.7340084900217543e-38,-1.4240202860387834e-38,1.731573816771202e-39
602.7300227501896,1.733668651736127e-38,-1.4240396577756012e-38,1.733997017143008e-39
602.7400228335237,1.733328399575501e-38,-1.4240586267612712e-38,1.736423606170492e-39
602.7500229168577,1.732987732511303e-38,-1.4240771920500732e-38,1.7388535917649568e-39
602.7600230001917,1.7326466495124783e-38,-1.4240953526930466e-38,1.7412869818606457e-39
602.7700230835256,1.7323051495454734e-38,-1.42411310773797e-38,1.7437237844147896e-39
602.7800231668597,1.731963231574227e-38,-1.4241304562293526e-38,1.746164007407803e-39
602.7900232501937,1.7316208945601776e-38,-1.424147397208428e-38,1.7486076588431338e-39
602.8000233335277,1.731278137462245e-38,-1.424163929713126e-38,1.751054746747555e-39
602.8100234168618,1.7309349592368087e-38,-1.4241800527780806e-38,1.7535052791712e-39
602.8200235001958,1.730591358837713e-38,-1.4241957654345985e-38,1.755959264187629e-39
602.8300235835299,1.7302473352162646e-38,-1.42421106671066e-38,1.7584167098938383e-39
602.8400236668639,1.7299028873211932e-38,-1.424225955630896e-38,1.7608776244105788e-39
602.8500237501979,1.7295580140986727e-38,-1.4242404312165868e-38,1.7633420158822047e-39
602.860023833532,1.7292127144923006e-38,-1.424254492485638e-38,1.7658098924768795e-39
602.870023916866,1.7288669874430798e-38,-1.4242681384525747e-38,1.768281262386668e-39
602.8800240002,1.7285208318894215e-38,-1.4242813681285242e-38,1.7707561338275966e-39
602.8900240835341,1.728174246767134e-38,-1.4242941805212094e-38,1.773234515039708e-39
602.9000241668681,1.7278272310094068e-38,-1.4243065746349262e-38,1.775716414287244e-39
602.9100242502021,1.727479783546799e-38,-1.4243185494705414e-38,1.778201839858696e-39
602.9200243335362,1.7271319033072314e-38,-1.4243301040254713e-38,1.7806908000669086e-39
602.9300244168702,1.7267835892160058e-38,-1.4243412372936689e-38,1.7831833032490068e-39
602.9400245002041,1.7264348401957368e-38,-1.4243519482656183e-38,1.7856793577667956e-39
602.9500245835382,1.7260856551663883e-38,-1.4243622359283106e-38,1.788178972006638e-39
602.9600246668722,1.7257360330452464e-38,-1.424372099265241e-38,1.7906821543796243e-39
602.9700247502062,1.7253859727469097e-38,-1.4243815372563858e-38,1.7931889133216288e-39
602.9800248335403,1.7250354731832933e-38,-1.424390548878196e-38,1.795699257293373e-39
602.9900249168743,1.7246845332635902e-38,-1.4243991331035797e-38,1.7982131947806512e-39
603.0000250002083,1.7243331518942902e-38,-1.4244072889018914e-38,1.8007307342942658e-39
603.0100250835424,1.7239813279791487e-38,-1.4244150152389142e-38,1.8032518843702784e-39
603.0200251668764,1.723629060419195e-38,-1.424422311076851e-38,1.805776653569929e-39
603.0300252502104,1.723276348112701e-38,-1.4244291753743058e-38,1.8083050504799243e-39
603.0400253335445,1.7229231899551872e-38,-1.4244356070862744e-38,1.8108370837124178e-39
603.0500254168785,1.7225695848394107e-38,-1.4244416051641285e-38,1.81337276190505e-39
603.0600255002125,1.7222155316553495e-38,-1.4244471685555986e-38,1.8159120937212212e-39
